user_id,item_id,playtime_forever
76561198213789371,220,78
76561198112871140,320,0
76561197998489891,340,0
76561198085125302,360,0
76561198041743322,380,0
DomJBrash,400,41
76561198060647143,420,0
76561198060108106,9450,1891
76561198087841867,17470,48
TheIvanloco4,15620,4881
76561197979132218,18700,0
76561198080261420,21600,40
ZoioAzuL,24740,845
76561198061722932,38400,39
WakatipuYeti,38410,41
76561198044818154,38420,0
Hazbowl,22370,63
Radsick,20570,2785
Asteria2305,3900,0
76561198097985028,3990,0
76561198024174581,8800,993
76561198044954772,16810,198
Fepa3,34440,0
B3nd0rz,34450,0
swiggtyswoggtythatbootyismine,34460,0
76561197968874281,17410,17
BiggerZyzz,8930,3870
76561198043151627,62100,70
xbomi,70400,632
76561198069555349,21970,469
76561198074484873,70900,196
Juza1011,41000,0
76561198083145098,41050,0
76561198047051392,41060,0
76561198050944421,227780,0
76561198086317601,56400,716
_fubar_,49300,61
76561198140621477,91900,76
76561198095944746,1250,1675
seukuka,35420,10
davidmama,105600,21731
76561198070081680,104000,0
76561198316190518,70120,10
76561198093796919,96100,0
76561198301200090,33460,1946
LegendofLink2712,107200,3494
76561197979144687,9350,1
76561198052175653,9420,2630
76561198070686850,201570,198
76561198094166630,200630,16
creamybuthole,204880,2959
lucasvx273,108800,819
xlukasmx,201790,208
gotchronic,207370,66
giogaming,218640,0
thanathep,212680,1398
76561198092300136,220860,209
Ne0NnNnNnNnN,200510,175
looooooooooooooooooooooool,205790,0
KLStrike,34030,0
epullay,4920,2128
PanzerGuy,223430,42
legend_killa6,224540,290
Ellisayger,226700,174
SirJackman,11610,30
TeakayTK,17020,0
mikolet,99910,357
76561198024276651,200210,342
76561198215611220,203290,124
76561198024276651,212070,250
76561198215611220,212160,1081
hentai_overlord,218230,5263
76561198049993689,230410,27538
goldenbear777,236390,15396
76561198088407985,238960,9567
76561198070699822,243870,1761
76561198022820830,214420,33
minizim,237310,3236
bendermotion,248570,74
Ghost3806,250600,3
ArmoredSheild,216150,0
76561197997238293,227860,144
76561197968697949,1500,12
76561198085736081,1510,33
76561198045032714,1520,40
76561198063100139,1530,124
vengeancelx,233450,2066
calldogedoggie,202130,0
76561198075705946,227160,126
YangFernandes,220200,453
HungasH1ppo,222730,745
Insert_v2,223830,1282
LORDPESADAO,241720,81
76561198045492271,204530,208
76561198043415920,244770,26466
76561198028363291,244850,2449
76561198057134853,58610,0
oteppers,222750,466
WafflesGaming,234390,60
76561198074417063,248310,33
nicolasbrendo,248820,2953
zzyfo,47790,0
76561198083142038,47830,0
PinkClouds,29130,0
jakinabox00,251570,5994
76561198047905129,251870,123
76561198128705567,252490,339
bubbleteaismine,253880,39
76561198021391861,259280,7
JoshuaRasnier,259300,0
64574574574744,253980,0
SilemerBall,235800,4142
76561198077524603,247730,39
76561198033938436,219830,261
dominator221,264140,399
Hattyyy,266010,26
76561198073529590,211820,6423
diabloxfade,367540,12
76561198062889343,249050,242
76561198072861775,272470,61
xequiem,282590,1184
DolanDuk,282800,20
76561197999590227,282900,818
The_Eyepatch,284460,22
SMALDIKARINI,286120,0
Richo931,290770,168
76561198073201686,223410,117
Timmeh99,294460,0
dependancy,294860,0
SWAPQKL,225600,0
76561198086498571,296050,0
76561197972047257,297470,623
-Mad-,301520,9217
j3nxxx,244160,119
76561197996010453,304050,643
76561197971806156,304930,55
thisgodlessendeavor,241240,27
76561197972760236,4570,0
76561198022707432,302380,12
76561198044424237,308580,0
76561198073135203,227700,0
MrSir01,310380,5790
John_J_Rambo,313740,159
76561198048295371,314450,55
76561198063824690,315260,50
76561198043840002,317360,21
76561197968358477,317510,0
76561198019689828,318430,0
76561198071019507,317300,0
76561198065058413,250400,254
76561198086388497,323370,1192
76561198051004171,254440,110
76561198007745188,333600,0
sham564,335300,841
76561198015981146,219740,56
76561198071447664,322330,676
76561198072205262,273350,95
boatrana,339800,0
76561198014210785,342200,101
76561198054194969,342980,55
futhorc,343360,58
76561198050051190,343630,0
apansy,346110,229
76561198094858770,407530,0
76561197967609413,346180,13
frankiesayschillax,348620,38
archy18,285920,272
Arillio,363970,0
76561198056818846,351710,68
76561198053368292,374320,156
p9359o3678657084507384650274,359320,6997
p9359o3678657084507384650274,375950,20
76561198042173059,380770,163
mannimon,386260,35
76561198043803212,386360,65879
AwesomeReach,291550,258
76561198006722878,389570,32
76561197966024531,234140,986
76561198028619650,57300,0
76561198091788480,15700,27
00000000000000000001227,408330,0
bashhead,408990,197
76561198005773904,4580,0
TheBeggarSo,9310,0
76561198101324119,280790,60
76561198089281071,369200,12
__biscuits,444090,529
76561197961747465,449140,45
76561198062495343,454890,60
Wangachung,458060,7
black-foxx,240,290
BlackHawk2267,4000,26194
76561198059450815,17390,34
BlueMango101,17440,74
76561198085285121,24720,46
76561198062128993,35700,36
76561198067429032,620,1844
76561198027369154,105600,19348
76561198078823937,205790,0
76561198061964638,204300,906
76561198057660501,204360,357
calbri,218680,779
76561198042153937,47410,871
76561198090642401,200210,309
AceCatSheep,206210,30
mark3888,218230,104
humperdinck,230410,16003
Charleshtims,236390,2412
CharlesMcknightly,286080,21
76561198282960865,39000,463
chimichurri,271290,70
76561198047572609,206500,363
Christian_or_Brutal,216150,10
76561198001693899,220200,1453
76561198256961474,233250,1322
76561198061834064,252490,2365
76561198059174254,49520,2218
76561198054780522,264140,737
comquack,265930,507
76561198025624348,211820,19301
76561198064623820,367540,2437
76561198132286053,286160,86
CRUVOD,298160,106
CriticalCryx,301520,3341
76561198050236419,304050,2504
76561198057942005,304930,4493
76561198098678723,227940,85
76561198061499521,317410,8
genzzii,323370,272
76561198049616002,238590,14
76561198024826675,730,3369
PythonFang,332310,596
Blaza612,333930,1253
Dazzarocks,334230,120
herpaderpinaderpyworld,322330,1824
76561198037622063,346110,569
76561198068726031,407530,0
76561198035579456,346900,1105
76561198050543795,363970,218
76561198014215298,380840,26
76561198081447569,383080,3
dmarket3,389570,51
76561198007224689,391540,393
TOGOROID,404410,1287
76561198018578582,417860,27
inloc,433340,10
76561198036076597,462930,25
76561198011004336,314010,27
76561198068441529,502550,18
76561198089238166,730,38830
76561198054933108,236110,23
76561198229492784,220,408
Eggman7,340,0
76561198073887567,320,0
bobisinthehouse,360,0
Eternal_Infernal,380,0
76561198068362994,4000,363
76561198097177685,4540,219
76561198079671154,4550,0
combatwombat893,475150,0
Czai,400,0
76561198086495787,420,0
DrQuaz,17390,1195
76561198101281530,17410,406
76561198005773880,6060,424
76561198081555661,11390,41
FiirTee,20900,17
fmalim08,10680,263
Frayl,43110,350
76561198086687010,70110,125
macintosh1122,7520,0
76561198067254358,31280,27
Fuzz_Melon,47780,247
Teoh1189,92800,129
76561198069095558,70000,118
mrgeneric,620,61
76561198068045175,104200,125
76561198033056372,105600,354
76561198113098273,46500,146
76561198055894293,46510,0
76561198101837991,46480,0
76561198036019260,46490,0
Hypnotic,46550,0
76561198041485061,42140,125
patpat14,22230,124
handslapper,48000,0
76561198043605549,24240,192
76561198044521862,70640,0
76561198046195108,72850,4791
76561198076246961,205790,0
x95bfe,105800,125
sdvcds,207490,77
76561198041525721,211440,0
76561198069413109,104900,118
iamnewbplayer,113200,158
76561198025068102,201790,125
76561197994620999,204360,125
samsamandhecancan,10500,983
76561198055384870,219150,0
76561198085334399,219640,179
4200769711,232210,0
76561197969577656,208480,548
icekoob2,17460,1
plopster1,24980,2092
76561198077804963,222980,0
infernrape,226120,2
infectumhate,226700,247
intelligentlemanofbristol,57690,329
Milzbrandthrox,13140,1
76561198082590527,17080,0
235324234732,38830,1
76561198064174945,208090,46
76561198047188015,230410,264
Jarrydos,243870,107
76561198177958302,263500,1
76561198089768176,107400,81
76561198065957257,223710,0
76561198059643801,250600,5
JiAltair,202090,39
76561198084350584,224260,35
76561198101621422,246280,0
76561198035499672,253710,234
Wolf2311,234710,3
76561197998014300,220200,576
pandainutil,222730,191
76561198042268935,224420,125
76561198036322242,35720,322
76561198075956239,213030,0
76561198066247760,237570,128
juzzfuzz,233250,344
76561198158674140,12100,0
76561198042987108,12110,0
1v1mim8,12120,1328
76561198047166475,12210,2642
76561198024637554,12220,0
76561198082923602,12230,0
iliketopoke,12240,0
absolutezero,12250,0
76561198065106040,237110,31
76561198006074188,91310,0
V2Klaus,216250,29
latterdaysaint,234390,156
divorahk,218620,125
LordSpambot9000,252490,98
iamkwan,252950,33
76561198077848072,253650,1107
76561198003900936,253900,0
76561198070415543,253920,0
76561198071432694,254020,0
76561198018407930,249990,125
76561198090898982,49520,1462
76561198028099086,259280,0
76561198049607545,261030,145
76561198067722294,242700,125
Luxzackian,264710,665
76561197971036011,227300,466
76561197969020980,265210,18
76561198042397874,265930,128
76561198008900472,211820,1271
8498521623,367540,0
MGrade,268750,525
Poisedyeti,270550,0
maxximo_r,550,586
SWu3da9W,223530,0
MedievalMagik,271640,125
76561198026531048,244450,125
76561198081845576,222900,0
LilacFrost,246620,157
76561198070633323,283290,131
76561198024739029,287120,0
ASIANASS989,33910,105
76561198049524520,33930,0
76561198076811524,65700,0
mossylippy,65720,0
76561198063316459,219540,0
76561198063316459,224580,0
shooshi,291010,140
76561197972280813,292380,125
DorsalRootGanglionInspector,293180,0
mrgoatnipples,238460,195
76561198067766630,301520,0
TeaJay7,304930,945
OriginalPredz,238090,26
76561198078054733,306410,124
76561198022115367,8600,0
76561198061354183,8660,0
skillydongdongdeng,211500,0
NaukaD,63380,166
76561197997698322,65930,814
Necrosc,200510,571
76561198062195004,310450,0
jadziatuvok,280740,1
76561198063988983,206420,1049
shez13,315430,0
NinjaAssasin420,317360,0
76561198029305404,317380,10
986754,320300,612
leombre,241540,1190
fruity8,221380,334
ocejacket,238320,159
deathfatel,327890,0
ohsoshiny,730,4481
76561198070970242,332070,17
OlleyMeister,333930,14
usginger23,322330,171
ootiee,341500,0
76561198044023897,346900,391
76561198014328153,298630,54
76561198037080523,356040,211
dead_set,7670,0
dontplayinpipesanddrains,8850,0
76561198058558899,8870,119
76561197970837021,409710,0
juussstttt,409720,0
76561198086047423,363970,104
76561197994874087,365720,1
Philipsgz,238370,212
moondos,397080,0
76561198132183055,219740,161
pjc001,370100,0
76561198055889235,375510,0
76561198078081351,375950,0
spazz111,382240,0
76561198065552518,383580,0
pulosi,385770,0
PureGeneration,306040,0
PureGeneration,314020,96
76561197964147582,355150,0
4p4ch3,392950,144
76561198015035218,382490,125
R-Vez,397620,0
oliverkellow,272890,0
76561198058235712,310380,0
76561198055325714,443940,0
RandomSounds,462930,6
76561198074269483,273350,0
RavenKelder,10,50
vonravend,80,0
Rawex,100,0
elysahbeth,220,40
76561198059611709,340,0
76561198007323076,4000,3760
RecTroon,23310,46
LimitsAU,22330,44
76561198015886143,11390,1
76561197972261430,550,925
76561198073222743,223530,0
EmuBurgers,8190,345
Mr_Riddle,92800,0
76561198049566561,42910,444
ripvision,70000,4
76561198066625197,400,85
mcdicky,620,748
76561198009073384,80000,10
yes12429,105600,461
bermudablue,20920,170
76561198068210776,104600,1
76561198042305409,107100,11
SaanMcC,201570,0
sadisticsalmon,105450,0
76561198081949589,102500,245
Sapharite,200710,456
76561198054589097,104900,0
6344143214,50300,32
ShadowXEV,209080,524
76561198013989080,730,57204
76561198071895180,49520,1283
76561198054914056,204360,14
76561198044591394,205790,83
76561198084710933,219640,247
76561198093261197,232210,0
76561198084871161,218740,6
76561198035718256,102600,0
76561197989039660,201790,7
76561198060695582,226120,0
76561198006527232,220700,21
annihlator2,47410,0
76561198048182262,109600,640
ArktiicFozzy,113400,132
76561198066430854,201230,163
76561198097647283,207230,28
SkinnyPirate,208090,103
76561198084563370,212070,21
76561198057234651,212390,2
76561198006364719,218230,1106
76561198072782272,230410,1400
SmokaBluntos,236390,279
SmossyBoiRulesALL,238960,0
76561197977246575,243870,608
4123223232,286080,15
chevrcam,39120,618
nick111223,209870,4
76561198028553619,214420,1
markimoo2,218470,70
sirlofty,223390,31
AusRicho,248570,5
stabz0r,250420,16
staggheart,265630,51
76561198055335229,202090,67
76561198041827105,224260,11
76561198040441389,239220,0
stryder1012,232770,1
76561198025473115,225600,210
swampy066,210770,284
76561198053961513,72850,11279
76561198091177127,224420,3
76561198038746958,242760,430
76561197962463188,242920,66
snipergod31,239450,0
76561198066139078,244850,133
TangyProfileLink,12100,0
TechEACS,12110,0
TechnoRoadie,12120,0
76561198057547310,12210,791
76561198053382774,12220,0
76561197970575847,12230,0
76561198067662523,12240,0
TrenchWalker,12250,0
LeafyIsH3r3,91310,0
76561198042827519,216250,17
76561198067842235,234390,0
TheLazyMarco,218620,2499
utarran,207140,147
76561198004304019,222900,83
76561198078007369,204450,40
76561198059107861,233270,74
76561198091938647,252490,1161
Legendary_Blu,252950,841
76561198059107861,249990,48
76561198091938647,214950,819
Legendary_Blu,247120,0
76561197966604253,270550,37
76561198078155249,8930,1
8ijgh94hfs,244450,55
76561198082387555,222880,425
76561198087492603,200510,635
gamingislife,275850,1115
76561198066639843,239160,258
tu-shady,282440,0
TuaMater,282900,9
76561198079324266,283290,0
tyronelannsiter,286160,706
76561198059059476,287100,0
astrasimon,292120,261
GoatFlaps420,292140,0
Dead_Earth,293260,6
76561198072139817,282800,26
76561197963206623,238460,6
Customurl1,237930,42
76561198005207540,286690,100
76561197999673239,287390,0
76561198019702397,301520,12
76561198100708197,301640,25
Walrusrick,303210,16
yeannahwayno,304050,193
TheMexicanBatman,304270,13
76561198043892239,304930,128
Theta5Who,238090,205
76561198078241519,8600,0
76561197994969564,8660,0
76561198044052496,211500,0
76561198083933218,224600,38
76561198070071639,65930,0
cast_away,227700,30
76561198055374308,291480,0
76561198017553690,227940,117
76561198263352433,206420,910
76561198072402200,214830,1
76561198087950285,240970,15
drkwll,317360,2
76561198003480409,258160,51
zegoner,10090,632
76561198005343510,42700,117
76561198085750617,42710,4
76561198049425405,202970,0
tawriamortei,202990,116
Reaper_yU,212910,64
jayjay150,250400,321
gabrielspency,233610,69
jayjay150,39520,0
gabrielspency,39650,34
Gabo9,39660,0
76561198039898586,39680,18
76561198069536565,324160,1
76561198027226296,325100,3
76561198118874302,326410,161
kanzabrand,24240,55
76561198072397755,305620,1
cyanpile28,332500,270
mrgoatgrinder,333600,14
PyroMonkey92,282070,32
76561198063473041,333930,49
stalkerzebra,333950,1
leonareq,349110,0
tygewalker,335240,0
76561198056455203,335300,301
gangaji,339610,91
vetal93rus,341720,2
praquefazeissu,271590,10121
crossfire3240,345610,76
imjerichomiller,346010,76
mackmagic23,346110,15
Bananasbananas,407530,0
64723864,346900,149
Seagen,339280,17
chanonth1,354500,0
76561198091582959,354510,0
76561198041627520,354520,0
76561198068181829,354530,0
diszterstartex,354540,0
Ahahahahahahahahahahahadick,354550,0
76561198156664158,494710,0
76561198012943559,7670,0
76561198066367536,8850,0
GPWingzer0,8870,2
D3V3CT0R,409710,0
Aaronlelelele,409720,0
76561198091687210,306130,1975
76561198078420967,359320,868
76561198051966070,232090,159
76561197977991919,232150,0
ninjatomato,363970,48
Plka,365670,3
76561198060504124,366440,56
76561198072074537,265930,45
_SuperCookie_,351710,0
Kageshinben,13540,0
coolguyfromph,359550,606
76561198085272863,374320,1323
xxxzetaxxx,376570,171
76561198085048120,380600,0
EverythingSpot,365590,4009
76561198045200771,381210,225
76561198053443984,381990,1
xxxextremenoobxxx,385800,0
76561198034553538,386070,99
AguiaAfricana,386360,1
76561198063920647,291550,205
76561198059338737,340170,1
Dante1899,393380,35
renanhr,236110,2
darkzerobr,280790,0
76561198082890109,418340,51
76561198060557951,420110,0
Kito7,310380,1
76561198099148110,34270,0
IAmAbel,205230,0
bruthal,205950,0
azzza125,273350,553
aeyo,4000,19872
omaiornoob,10180,602
Spawnofelfdude,10190,2776
superdedicated,8190,45
coutlindo,47870,47
goneckahorse,620,569
SakurasouNo,105600,447
deepakjb,42680,142
76561197965205416,42690,585
Kiwi4Life,205790,0
SgazyRQ,205550,367
76561198149420058,1250,9866
mauriceikenzz,35420,0
featherbear,209080,141
76561198066909222,730,61193
majudhu,223470,8
SC3SynC,55230,2645
76561198046165827,17080,0
zwanzigdrei,51100,351
jlpicapica,99900,1023
76561198105170325,113420,30
Buldock,200210,230
76561198074670367,206210,0
hypodermic,207230,0
thugnificent,208090,24
76561198076120449,212800,16
bluelite45,218230,87
PonPonPony,230410,8
76561197994676333,234310,1
DogeWithDaSwegAndDew,243870,534
shinomegami,39120,0
76561198080439635,223710,260
Predator_XD,248570,88
76561198017796622,262410,3
TBDZN,265630,350
boss30883,271290,374
76561198016270907,224260,2190
DevkingODSTK,239220,0
76561198049573044,253710,73
kuhn_dog2323,207140,587
ejomandac,368730,0
27601MCM,218620,24373
76561198087830537,233840,9
76561198081202393,49520,1007
DeliciousTissue,260410,0
koinokoe,238430,51
76561198063608381,266430,14
QwerkySyntax,211820,141
heisawizard,367540,0
76561198063520509,270550,0
71251241,550,6456
76561198110181501,223530,0
76561197989721787,228380,11
76561198087170859,272860,0
sayhibro,282440,338
Eddy_Tan,298240,203
Yuriss,238460,41
Shaumenka,301520,3
obamas_NSA,302830,0
76561198056348466,304050,1
76561198073919095,304930,3507
76561198194147630,63380,122
76561198086834544,224600,0
mestoneheart,312990,16
Code_29,227940,0
76561198091714349,206420,52
76561198084263734,315640,0
76561198076648243,222900,89
cartelmedellin,317360,15
2293371488,326960,0
76561198058395315,24240,461
northisbae,333930,4
76561198080157237,346900,0
crate666,351790,0
76561198117710446,385770,1
76561198039779059,386360,7
76561198029308407,391540,31
bbcfbmnnhndgfghkdjjfd,444090,1
76561197976652491,4700,36
76561198099742716,8000,0
mrswagslapper,400,27
76561198171531433,23310,0
76561197976652491,1250,1045
76561198099742716,35420,7
mrswagslapper,23380,0
76561198171531433,550,156
Coolmouse,223530,0
bright43,22380,104
76561198084567211,43000,0
76561198075319357,105600,124
76561197995192202,8140,0
stattraksofade,105450,1908
76561198094198689,7000,0
76561198046631516,63380,225
76561198074348117,48800,11
33215469,209080,137
ZALLIROG,204360,17
DavieTheCheese,23300,0
76561198089715956,224960,0
htd123,225300,0
north-east,225320,0
jezla5690,227300,2221
76561198098839154,11020,12
ruskiboss,51100,463
76561198079653655,99900,91
76561198071302233,109600,0
once-i-was-7-years-old,218230,0
76561198038291040,236390,3297
blowin69,238260,11
Nightmare28,262410,19
76561198084079139,224260,1
76561198083917646,91310,1604
malakoiemhebraicodevasso,216250,615
76561198077236598,218620,1247
76561198108990962,252490,15629
76561198071952666,252950,1216
KangGetRekt,263280,1372
SoLaRXXX,367690,0
leeooel123456,270880,275
76561198089779183,271590,2258
76561198289660959,203160,1
76561198100102262,48700,60
TainZ,233290,1
lalalalalafic,295110,1053
T_R_gamer,362300,0
76561198069419555,433850,2343
76561198093974921,439700,0
NSLink,222900,0
76561198074067603,298240,0
ICEWASIN,203140,1
76561198086392619,205930,0
JRost,304050,26
76561198095098250,304930,1759
76561198062630453,306020,931
76561198112249349,313120,824
76561198074807122,313160,3359
boat1230,227940,43
thir13enhand,315640,796
76561198067664442,205790,0
76561198061041899,6880,0
76561198094689160,8190,76
76561198081330476,331470,0
fuji34755,289690,1
76561198064120697,730,148507
76561198089545153,298110,1435
76561198061800268,332070,8
76561198092463941,333930,721
76561198079709365,336510,0
HadouKenBoy,319630,0
Bottomkiller,340460,35
TheDouglas,346110,31
76561198093674262,407530,0
76561198107183700,346900,1758
76561198060069868,380600,20
WOGCH,381210,191
76561198100170056,390670,1137
76561198075098628,393420,5
76561198042967171,445900,0
gangGGR,402840,993
76561198053310104,299360,0
myst_is_not_very_good,236110,20
dagster_007,413850,0
Marixtao,413851,0
76561198048945491,413852,0
titlezacom,413853,0
76561198091739396,413854,0
76561198076447620,413855,0
76561198086340653,413856,0
76561198067617363,413857,0
76561198092402772,413858,0
76561198091447148,413859,0
BonusZx,458250,0
76561198093944702,458260,0
ghost-loli,458270,0
76561198073620268,458280,0
famouse4,458300,0
76561198090694948,458310,0
76561198096041049,458320,0
YoloMoe,497810,0
TURTLESYEA,497811,0
76561198018613178,497812,0
C0UNT3R_KilL,497813,0
difera,417860,3
teletame,359550,189
76561198109703402,431240,360
76561198086817900,22380,38991
76561198074918909,205790,0
ninjalord,4920,0
fatplums,377160,14962
Fujiawen01,4000,219
76561198101219872,550,285
I_Was_Just_In_Beaver,223530,0
KlaudC,31280,335
Llama_Cheese,70000,0
76561198072469020,105600,31
dingislions,205790,0
76561198015630499,226120,10
76561198105243863,99900,114
valkri,104700,11
76561198040130448,208090,2
76561198070940295,234710,436
Turtys,265930,136
KawaiiOtakus,282440,0
WinterMoonWatcher,282900,42
lambofreak4ever,294860,0
Badly306,24240,48
76561198092090602,730,160
76561198080449443,355180,0
76561198092185400,356670,0
Jabooni,34270,0
76561198066594031,205230,0
5h4D0w_8L17z,205950,4
cooGii,205790,0
76561198031208554,8650,1
mangafreak,230410,54
AttonRisk,243870,477
bonknflash,250600,18
76561198082597238,245550,197
76561198069519489,343450,0
ps_sponK,253710,18
187625,270170,16
76561198227802664,304930,509
Dankulicious,270570,60
76561198064110494,244630,20
76561198049263987,227940,27
76561198100634295,363970,0
76561198211545443,384180,0
TheAnonymousOne,236110,0
TB59,550,462
KingBlobfish,223530,0
Healfire,204360,1005
76561198080080397,11610,85
76561198042564004,51100,98
movienationscom,99900,411
76561198084772995,200210,1332
76561198088087503,207230,0
tim7,218230,9
misty47,230410,127
76561197973488154,238960,0
76561198063714917,243870,4793
76561198046177074,209870,0
76561198069546973,237310,1223
repl4ycsgo,271290,298
IIKanGII,202090,18
Buccatai,216150,0
suchon,224260,28
nomesque,252950,663
Mintez,266150,0
76561198068412154,291410,221
76561198058784710,301520,0
76561198073201099,304050,2624
76561198002072066,304930,1404
DeltoraQuestH20,291480,0
121598558,268420,375
76561198068434328,205790,0
76561198105687012,323370,990
76561198013532168,730,56450
76561198091763612,333930,148
76561198040129226,334230,514
76561198046763328,356380,2
76561198058868190,303390,24
76561198077790739,363970,0
WindowsSteam,383080,2
X-Evolution,291550,440
76561198072280866,394380,5
76561198026999637,299360,880
76561198054209522,236110,705
rorty,424280,9
18504965711,273350,0
BubbleTeaFTW,4000,1321
REBAS_AS_F-T,205790,1
terrorsyth,730,3223
76561198081825728,207230,42
76561198083393255,208090,406
76561198062092084,230410,0
jojojoget,243870,216
76561198065330196,232450,0
virex4,239660,171
Voidedout,242720,0
76561198069178587,269390,10
kmbkiller,224260,741
lxchan,241640,0
onimasa803,218620,1102
IcecoldNZ,222900,5
Tigerpewpew,209160,739
76561198080368480,209170,942
LuvIsRuv,304930,1126
brendopio,224600,0
76561198067286387,317470,1121
76561198101943831,271590,25870
_Harbinger_,4000,55
KHANIMAX,11390,3
Altair6681,20900,130
76561198156518401,23490,0
poohgoddevil,34030,66
MladshiyLlama,8190,2001
76561198074295556,20920,241
76561198095322616,105600,11921
76561198044676791,72850,14294
76561198012126120,205790,0
Xrinz45,211420,654
maddoxx789,730,79112
76561198016760269,219640,1453
76561198092276689,232210,0
do_it_for_my_nigga_harambe,222980,20
76561198079033916,4540,519
76561198083109598,4550,0
76561198088199048,4560,0
NormanD9819,9340,0
chickenzrulz,9350,21
76561198068113267,9420,29
DeCkArDkAiN,9480,0
76561198066320895,15620,41
76561198056450930,20530,5
76561198070895041,20550,1
bantiacmd,20570,0
76561198061357639,43110,26
76561198057125811,50620,0
nathan252l,50650,229
epicbumface,55100,0
76561198074419919,55110,0
SpongbobeebU,55140,165
LoiroG,55150,70
76561198075413301,55230,3178
76561198077295459,56400,1388
76561198044427301,96800,280
dalebaxter,216370,0
MarineAnimal,225760,0
76561198086141910,228200,4
thinkglobal,475150,0
76561198073386321,51100,484
76561198066544547,99900,1758
76561198123808886,200210,29
76561198101093216,212070,0
QuirkyChicken,218230,1778
GOLDENFREDRICKSTAR,236390,8567
76561198052507669,39000,1
76561198052507669,214420,0
76561198078538625,42160,256
Kalnus,253710,271
KoonBoomer,234190,0
76561198047627295,220200,896
InfiniteEdition,244850,5026
x_PsychoSid_x,237110,5
figoleu,15320,45
_steelphantom,221100,4836
sprayandpray168543483,293540,0
76561198081342412,301520,69
lovemorezeebanda,304930,1296
76561198074940658,227940,13
baewithbacon,6850,92
nomnom141,6860,0
76561198092422168,6900,6
BlazingTheAmazing,203140,893
kms_amelie,205930,0
kms_lucia,247430,0
kms_audrey,221380,2116
kms_serena,323320,516
76561198074200838,326960,0
76561198066950280,332500,1754
76561198071592038,333930,547
InstigatorAU,346010,1306
76561198085301805,339280,37
scorp3d,355180,21
76561198079958208,369200,4
dead_slayer,426790,39
theonethatrapes,240,212
76561198012064862,4000,9525
76561198104084970,20,3
76561198090274308,50,0
nothingbeatsme,70,168
m4ko23,130,0
76561198068887466,220,623
dylancarroll2,280,0
lizzo08,320,0
GreninjaBooNinja,340,0
76561198104030363,360,0
Ameerthetrickster,380,140
quepasoamiguito,420,303
acidalienMUTHAFUCKAS,3590,4091
76561198071202859,400,161
NACHOOES,42910,182
5nakebit3,63710,58
76561198098653023,620,2828
AquilliusRanger,35480,439
76561198084256354,105600,19308
76561198045786618,107300,12
76561198202398471,107310,24
ToxWolf,22230,145
76561198074819329,107100,2147
Ctoer,38740,499
76561198069805206,113200,277
TsarFeck,48000,9
76561198126926393,207650,5
PotatoRadar,208140,0
76561198055304676,212680,2181
76561198085082149,204180,4
76561198092400800,215510,0
76561198093869205,214830,112
Slavishbear,214560,280
76561198059530687,204360,864
EclipseAssasin,200710,311
76561198058477537,220780,315
jlaph2,221260,216
76561198092674729,221640,545
76561198037706495,113020,427
76561198066133892,228260,0
LemuriaLight,35720,293
76561198002214725,219890,512
bruceBRluze,99900,3045
rpsntc,200210,3018
ExaultGG,212800,27
Caveknight5,39000,0
tofumaster,39120,0
wotbrah,286100,100
38927497,206500,1609
bumperboysofficial,216150,0
GrimDidnt,225260,0
402553929,224540,1370
76561198061821406,233450,3655
SillyWinZ,233470,222
76561198094765526,233720,159
spicymeatballs,224760,701
76561198065473176,72850,413
76561198096694241,241600,643
76561198070630717,218820,48
76561198090867644,248310,255
76561198047472267,248820,1029
76561198166733158,239350,796
76561198079335929,218620,4839
76561198051328814,239820,633
Kyercon,214550,0
76561198070075585,250900,5237
76561198047543048,208610,0
76561198065164382,245170,30
76561198010280507,257850,780
76561198088681253,94400,71
aussiebloke_,221910,55
ghostbrfxrx,262060,777
ghostbrfxrx,263980,198
sofiadefigueiredo,264200,30
76561198096324713,264690,69
76561198056857968,266010,46
damo4lyf,257750,47
krulldom,211820,9075
76561198063575392,367540,193
76561198065639052,268750,1773
76561198310468436,270450,153
EnglyBaba,550,463
AwpDerp,223530,0
76561198078062673,272470,0
76561198091402084,244850,3207
pooplel,282760,318
krelleman158,282900,339
helmerjunior,285310,200
amann99,219740,396
76561198087197141,322330,2340
76561198081743756,293780,361
76561198047249011,238460,1229
CorporalDucky,237930,1376
76561198095641839,301520,6230
28042005,302610,159
76561198094966673,302790,58
76561198076220642,304930,71
Derpeh150,215080,102
76561198083264287,268420,3211
76561198094224872,313740,645
drnipslip,247080,3116
76561198075451549,314680,0
HakuyutoGG,366080,0
mintyadl,317400,0
76561198083993063,313340,37
blackburnscout,322170,7123
nathdog555,301970,222
76561198100073188,305050,30
YourWorstEnemy,333600,101
ChaosThe0ry,335240,32
2Ta4,335300,418
76561198061759775,242680,495
uncleburito63,342380,3
76561198048141048,346010,123
76561198059717482,346180,45
76561198090111984,346900,1748
50899161,353270,0
chaoszeroomega,360740,149
itsaprofileaboutnothing,361280,365
76561198063456321,363970,111
76561198071781426,365720,0
76561198016834817,370480,582
Jettsu,351710,1
LachieCS,373770,244
76561198056526922,375200,253
LOLn1nj4,376920,2
imjeans,377680,1
76561198086820025,8980,0
76561198091891969,49520,2261
76561198057459896,383080,714
narut43,367570,13
Yooooooonaaaaaaa,367580,25
76561198027880563,385800,75
