index,user_id,item_id,recommend,sentiment_analysis,anio_post
12591,lividos,221100,True,2,2014
12592,76561198085686437,17480,True,2,2014
12593,76561198048230501,70300,True,2,2015
12594,76561198048230501,230410,True,1,2014
12595,76561198083941171,730,True,0,2014
12596,76561198083941171,261180,True,2,2015
12597,76561198042535860,730,True,2,2012
12598,76561198050452751,346110,False,0,2012
12599,76561198050452751,218620,False,2,2015
12600,76561198050452751,252490,True,2,2014
12601,76561198080070794,218620,True,2,2015
12602,76561198080070794,208090,True,2,2014
12603,76561198080070794,730,True,2,2014
12604,76561198089724894,730,True,2,2015
12605,halofan360,49520,True,2,2015
12606,halofan360,22380,True,1,2015
12607,halofan360,8930,True,0,2015
12608,halofan360,8870,True,0,2015
12609,halofan360,200510,True,1,2015
12610,halofan360,214770,True,1,2015
12611,76561198103433951,236390,True,1,2015
12612,dapperlook,440,True,2,2014
12613,76561198131417376,231740,True,0,2015
12614,76561198075435799,105600,True,2,2015
12615,76561198054691172,244850,True,2,2014
12616,foxlets,207610,True,2,2013
12617,foxlets,47890,True,2,2013
12618,foxlets,226740,True,2,2013
12619,foxlets,63710,True,2,2013
12620,foxlets,38900,True,2,2013
12621,foxlets,105600,True,2,2011
12622,goose01,211820,True,2,2015
12623,76561198057453677,238460,True,1,2014
12624,76561198057453677,249050,True,2,2014
12625,76561198057453677,380860,True,2,2014
12626,76561198057453677,109600,True,2,2013
12627,76561198057453677,238960,True,1,2013
12628,76561198057453677,570,True,1,2013
12629,76561198077294556,330840,True,1,2015
12630,76561198077294556,570,True,2,2015
12631,76561198077294556,203160,True,2,2015
12632,76561198077294556,319630,True,2,2015
12633,theghostofbowie,243870,True,2,2014
12634,theghostofbowie,1250,True,0,2014
12635,theghostofbowie,242860,True,2,2014
12636,theghostofbowie,236390,True,2,2014
12637,76561198057970914,219640,True,2,2015
12638,76561198057970914,311210,False,1,2015
12639,76561198057970914,223710,True,2,2015
12640,76561198057970914,346110,False,1,2015
12641,76561198057970914,224260,True,2,2015
12642,76561198057970914,214490,True,2,2015
12643,76561198057970914,230410,True,2,2014
12644,76561198057970914,218230,True,2,2014
12645,76561198057970914,39120,True,2,2014
12646,76561198057970914,238960,True,2,2014
12647,ebil6177,313120,True,0,2015
12648,ebil6177,440,True,1,2013
12649,76561198074508314,250340,False,1,2015
12650,76561198074508314,212800,True,1,2013
12651,76561198091081910,215470,False,1,2013
12652,Vyndoril,7660,True,0,2013
12653,Vyndoril,7730,True,2,2013
12654,chamith,730,True,2,2015
12655,WaddleDaisy,282900,True,2,2015
12656,Rotomaniac,374320,False,0,2015
12657,Rotomaniac,395238,True,2,2015
12658,Rotomaniac,332070,True,1,2014
12659,Rotomaniac,275850,False,1,2014
12660,Rotomaniac,730,True,2,2014
12661,Rotomaniac,427730,True,1,2014
12662,Rotomaniac,384490,False,0,2014
12663,Rotomaniac,290140,False,1,2015
12664,Rotomaniac,449940,False,2,2015
12665,Rotomaniac,387860,True,2,2015
12666,SIEGHEILGRAMMAR,338163,False,1,2015
12667,SIEGHEILGRAMMAR,218620,True,2,2014
12668,SIEGHEILGRAMMAR,203770,True,1,2013
12669,lachlan321,262060,True,1,2015
12670,lachlan321,440,True,2,2014
12671,76561198069992668,238960,True,2,2014
12672,76561197977470391,333930,True,2,2015
12673,farquadspenis,208650,False,2,2015
12674,farquadspenis,292030,True,1,2015
12675,farquadspenis,211420,True,1,2015
12676,grasp544,224580,True,2,2014
12677,grasp544,730,True,2,2015
12678,grasp544,251570,True,2,2014
12679,grasp544,242760,True,2,2014
12680,grasp544,252490,True,2,2014
12681,gravalteration,550,True,2,2013
12682,tom1rox,248820,True,1,2014
12683,tom1rox,221640,True,1,2014
12684,OATTT,252490,True,2,2015
12685,76561198032836473,95700,True,2,2015
12686,123456789874561232145678,17410,True,2,2012
12687,76561198079651012,393200,True,1,2012
12688,76561198079651012,105600,True,2,2014
12689,greenfuzzie23,550,True,2,2015
12690,76561198120774355,730,True,2,2015
12691,76561198098920303,301520,True,2,2015
12692,76561198098920303,730,True,2,2015
12693,76561198100094390,346110,True,1,2015
12694,grim1928,304930,True,2,2014
12695,grim1928,730,True,1,2015
12696,gru69,247910,True,2,2015
12697,76561198065084226,55100,True,2,2015
12698,76561198065084226,252490,True,1,2013
12699,76561198065084226,218620,True,1,2015
12700,76561198065084226,239160,True,2,2014
12701,76561198065084226,730,True,2,2014
12702,76561198065084226,221910,True,1,2014
12703,aceshot5,224260,True,0,2014
12704,aceshot5,206210,True,2,2014
12705,76561197997860947,383870,True,2,2014
12706,76561197991992793,42700,False,1,2014
12707,76561198022915154,290000,True,2,2014
12708,Grimsolo,273350,True,1,2015
12709,76561198073846178,385970,False,0,2015
12710,76561198073846178,227680,False,0,2015
12711,76561198073846178,218620,False,2,2015
12712,Veelee,72850,False,2,2015
12713,groggubus,33220,True,0,2012
12714,76561198085780775,72850,False,1,2015
12715,76561198072465460,440,True,2,2015
12716,76561198078595101,203160,True,2,2014
12717,76561198078595101,224580,True,2,2013
12718,76561198078595101,224540,True,2,2013
12719,76561198078595101,70000,True,1,2013
12720,76561198078595101,33930,True,1,2013
12721,76561198078595101,570,True,2,2013
12722,76561198078595101,48700,True,1,2013
12723,76561198078595101,440,True,2,2013
12724,76561198034671342,630,True,2,2012
12725,imsodonionringsrightnow,15130,True,2,2014
12726,imsodonionringsrightnow,351790,True,2,2015
12727,imsodonionringsrightnow,201230,True,2,2015
12728,imsodonionringsrightnow,57300,True,1,2015
12729,imsodonionringsrightnow,245170,True,1,2014
12730,imsodonionringsrightnow,570,True,2,2014
12731,imsodonionringsrightnow,268420,True,2,2014
12732,imsodonionringsrightnow,99900,False,2,2015
12733,imsodonionringsrightnow,434780,True,1,2015
12734,imsodonionringsrightnow,399790,False,0,2015
12735,76561197993705839,105600,True,2,2015
12736,Sir_Incognito,218620,False,2,2015
12737,Sir_Incognito,333930,True,1,2015
12738,76561198060502143,440,True,2,2013
12739,76561198060502143,4000,True,2,2013
12740,76561198060502143,240570,True,2,2013
12741,Terenator,252490,True,2,2014
12742,Terenator,253250,True,2,2014
12743,GAKMAKMAK,232750,True,1,2013
12744,76561198076519474,17410,True,2,2014
12745,GUN5_0N_WH33L5,255220,True,0,2014
12746,Playerize,113400,True,1,2013
12747,Playerize,381210,True,2,2013
12748,Playerize,337950,False,1,2013
12749,Playerize,346110,False,1,2015
12750,Playerize,230410,False,2,2015
12751,Playerize,243870,False,0,2015
12752,Playerize,34900,True,1,2014
12753,Playerize,377160,True,1,2015
12754,Kurtz70,377860,True,2,2015
12755,Kurtz70,444000,True,1,2015
12756,Kurtz70,219150,True,2,2013
12757,GuruHumdyMumdy,221640,True,1,2014
12758,GuruHumdyMumdy,208090,True,2,2013
12759,GuruHumdyMumdy,346010,True,1,2015
12760,angusstew,730,True,1,2015
12761,76561198064858128,248570,False,1,2014
12762,76561198009887832,346940,True,2,2014
12763,hmphhh,218620,True,1,2014
12764,hmphhh,24240,False,1,2014
12765,hmphhh,363270,False,1,2015
12766,hmphhh,356520,False,1,2015
12767,hmphhh,329950,True,1,2015
12768,hmphhh,369400,True,1,2015
12769,hmphhh,223710,True,1,2015
12770,Thuum,730,True,2,2015
12771,76561198067007251,312530,True,1,2015
12772,76561198067007251,730,True,1,2015
12773,howwecanwinifjustwaitingmate,221100,False,2,2015
12774,howwecanwinifjustwaitingmate,209160,False,1,2014
12775,76561198028773588,283160,True,0,2014
12776,GyROsc0peD,24980,False,1,2015
12777,76561198047486142,570,True,2,2015
12778,76561198047486142,236390,True,2,2014
12779,76561198050546597,8980,True,1,2014
12780,Habbalicous,291550,True,1,2015
12781,Habbalicous,730,True,2,2014
12782,4545451111,230410,True,1,2015
12783,76561198059622971,4000,False,0,2014
12784,opopoopo,440,True,1,2014
12785,strumfreak,307780,False,1,2014
12786,strumfreak,218620,False,2,2014
12787,strumfreak,368360,True,1,2015
12788,strumfreak,311210,False,0,2015
12789,strumfreak,339800,True,1,2015
12790,strumfreak,250900,True,0,2015
12791,strumfreak,207610,True,2,2013
12792,hakimaro,730,True,2,2015
12793,76561198096921300,550,True,0,2014
12794,Halfnakedsoldier99,440,True,2,2013
12795,Halistrogue,264710,True,2,2013
12796,Halistrogue,72850,True,2,2014
12797,117arbiter,319510,True,1,2015
12798,117arbiter,219740,True,2,2015
12799,117arbiter,236430,True,0,2015
12800,117arbiter,224600,True,2,2014
12801,117arbiter,1840,True,2,2014
12802,117arbiter,49520,True,2,2014
12803,76561198007575596,221540,True,2,2014
12804,76561198007575596,398840,True,2,2015
12805,76561198112280759,342380,True,1,2015
12806,76561198112280759,730,True,1,2014
12807,76561198112280759,72850,True,0,2014
12808,IamSytrix,242760,True,2,2014
12809,IamSytrix,307880,True,2,2014
12810,IamSytrix,261030,True,1,2013
12811,IamSytrix,437220,True,2,2013
12812,IamSytrix,239140,True,2,2013
12813,IamSytrix,391540,True,2,2015
12814,IamSytrix,364690,False,0,2015
12815,IamSytrix,239200,False,0,2015
12816,76561198198021682,730,True,1,2015
12817,DarkZeroZ,200510,True,2,2013
12818,Cakeopan,218230,True,2,2012
12819,Cakeopan,570,True,1,2014
12820,Hango115,26800,True,2,2015
12821,Hango115,39190,True,2,2015
12822,Hango115,233450,True,2,2014
12823,Hango115,570,True,1,2014
12824,Hango115,48700,True,2,2013
12825,76561198062092163,270550,False,2,2015
12826,76561198062092163,433340,True,2,2015
12827,76561198027750275,211820,True,2,2013
12828,76561198027750275,236390,True,2,2013
12829,76561198027750275,48700,True,2,2011
12830,ejthesnakehunter,730,True,2,2014
12831,76561198057263232,48000,True,2,2014
12832,76561198057263232,227280,False,2,2015
12833,tresneaky,475150,True,2,2015
12834,tresneaky,7940,True,2,2015
12835,tresneaky,10180,True,2,2015
12836,tresneaky,252490,False,2,2015
12837,76561198077260594,442080,True,1,2015
12838,76561198004924076,233270,True,1,2014
12839,76561198004924076,258180,True,2,2014
12840,76561198004924076,238010,True,2,2014
12841,76561198054607863,239820,True,2,2013
12842,magnetsbitch,242860,True,1,2015
12843,magnetsbitch,236510,True,0,2015
12844,magnetsbitch,222880,True,1,2014
12845,magnetsbitch,271590,True,2,2015
12846,magnetsbitch,244930,True,2,2015
12847,magnetsbitch,33930,True,2,2015
12848,magnetsbitch,105600,True,1,2014
12849,magnetsbitch,730,True,1,2014
12850,magnetsbitch,224260,True,1,2013
12851,Leafthefur,550,True,2,2014
12852,Leafthefur,335330,False,2,2014
12853,Leafthefur,4000,True,2,2015
12854,Leafthefur,440,True,2,2015
12855,fmtpp,730,True,2,2015
12856,76561198061502870,48700,True,2,2013
12857,xXDeadSkullXx,304930,False,2,2015
12858,CUSTOM666,287390,True,0,2015
12859,CUSTOM666,391540,True,2,2015
12860,CUSTOM666,250900,True,1,2015
12861,CUSTOM666,206420,False,1,2015
12862,CUSTOM666,220,True,2,2014
12863,CUSTOM666,265930,False,1,2014
12864,CUSTOM666,4000,True,2,2014
12865,dontreee,34870,False,1,2014
12866,76561198104428121,272350,True,2,2014
12867,76561198104428121,227700,True,2,2014
12868,76561198104428121,218620,True,2,2014
12869,76561198104428121,550,True,1,2013
12870,76561198104428121,440,True,2,2013
12871,76561198104428121,207230,True,1,2014
12872,76561198104428121,570,True,2,2014
12873,76561198104428121,39120,True,2,2014
12874,76561198104428121,221100,True,0,2014
12875,76561198104428121,31220,True,2,2014
12876,pingu4life,264140,False,0,2014
12877,loki713,730,True,2,2014
12878,xxbleachedxx,311210,True,2,2015
12879,Harley-the-Hyena,224260,True,2,2013
12880,Harley-the-Hyena,304930,True,2,2013
12881,Harley-the-Hyena,219740,True,1,2014
12882,Harley-the-Hyena,440,True,2,2014
12883,SnowDeLaMeme,221380,True,1,2014
12884,SnowDeLaMeme,7670,True,2,2014
12885,SnowDeLaMeme,105450,False,2,2014
12886,harrym8,204360,True,0,2015
12887,harrym8,230410,True,1,2014
12888,Hashy2010,17410,True,2,2014
12889,Hashy2010,261820,True,2,2014
12890,zevlupine,291650,True,2,2015
12891,76561198058405866,221100,False,2,2015
12892,76561198058405866,218620,False,2,2015
12893,76561198058405866,252490,True,2,2015
12894,76561198058405866,4000,True,2,2013
12895,76561198058405866,242760,True,0,2015
12896,76561198058405866,35450,False,2,2015
12897,76561198058405866,218230,False,0,2015
12898,76561198058405866,270150,True,1,2015
12899,havocscrib,440,True,2,2015
12900,76561198077102914,230410,True,2,2015
12901,76561198077102914,570,True,2,2015
12902,76561198077102914,275850,False,1,2015
12903,76561198077102914,261570,True,2,2015
12904,Hayjack,51100,False,1,2014
12905,Hayjack,440,True,2,2014
12906,76561198121261684,365590,True,2,2014
12907,76561198121261684,730,True,1,2015
12908,Brennan2036,214950,True,2,2013
12909,Brennan2036,43160,True,2,2013
12910,Brennan2036,230940,True,2,2013
12911,Brennan2036,202970,True,2,2013
12912,Brennan2036,219640,True,1,2013
12913,H4ZEY,730,True,2,2015
12914,reiak,224260,True,1,2015
12915,76561198069789227,4000,True,2,2014
12916,12398uf8jg21390,295110,True,2,2015
12917,Headset365,242800,False,2,2015
12918,Headset365,298110,True,2,2014
12919,Headset365,236390,True,2,2013
12920,Headset365,225540,True,2,2015
12921,76561198008021472,449800,True,1,2015
12922,76561198008021472,319630,True,2,2015
12923,76561198044032335,4000,True,1,2015
12924,76561198044032335,4000,True,1,2015
12925,76561198057623952,344760,False,2,2015
12926,76561198057623952,109600,True,2,2015
12927,76561198057623952,209650,True,2,2014
12928,76561198057623952,221100,False,1,2015
12929,ZeMadScientist,242920,True,2,2014
12930,ZeMadScientist,224540,False,1,2014
12931,ZeMadScientist,354500,True,2,2015
12932,ZeMadScientist,230410,True,2,2014
12933,ZeMadScientist,218230,True,2,2015
12934,ZeMadScientist,72850,True,2,2013
12935,76561197991827492,401190,True,2,2015
12936,76561198052786944,42700,True,2,2014
12937,76561198052786944,22300,True,0,2014
12938,76561198052786944,500,True,1,2014
12939,76561198194758422,220,True,1,2015
12940,76561198058562728,275850,False,1,2015
12941,76561198058562728,292030,True,2,2015
12942,76561198058562728,570,True,1,2014
12943,76561198058562728,313340,True,1,2014
12944,76561198058562728,431240,False,1,2014
12945,76561198058562728,437220,True,1,2014
12946,76561198058562728,391720,True,1,2015
12947,76561198058562728,264710,True,1,2015
12948,76561198058562728,214490,True,1,2014
12949,76561198058562728,242760,True,1,2014
12950,7656119812962294,108710,True,2,2014
12951,7656119812962294,241640,False,2,2015
12952,76561198034089533,221100,True,2,2014
12953,76561198077664247,239140,True,2,2014
12954,76561198077869373,211820,True,2,2014
12955,76561198077869373,377160,True,2,2014
12956,76561198049670992,440,True,2,2015
12957,matsProfile,230410,True,1,2014
12958,76561198074278130,252490,True,2,2014
12959,plebatron,239820,True,2,2015
12960,plebatron,72850,True,0,2014
12961,plebatron,255710,True,2,2014
12962,plebatron,379720,True,2,2014
12963,plebatron,377160,True,2,2015
12964,HENRYYA,319630,True,2,2015
12965,76561198058230663,234330,False,2,2015
12966,76561198058230663,274250,False,2,2015
12967,76561198058230663,391540,True,0,2015
12968,76561198058230663,339800,True,2,2015
12969,76561198058230663,327410,True,2,2015
12970,76561198058230663,299660,True,2,2014
12971,76561198058230663,297110,True,2,2014
12972,76561198058230663,263320,True,2,2014
12973,76561198065370307,364360,True,2,2014
12974,umicornbl,271590,True,1,2014
12975,HeraldTimes,440,True,2,2012
12976,HeraldTimes,570,True,1,2012
12977,HeraldTimes,417860,True,0,2015
12978,HeraldTimes,244850,True,1,2015
12979,HeraldTimes,221100,True,0,2014
12980,76561198077261748,620,True,2,2013
12981,SaladsByAinsley,216260,True,2,2015
12982,SaladsByAinsley,12200,True,2,2015
12983,heroash20,386360,True,2,2015
12984,heroash20,224540,True,1,2013
12985,heroash20,55230,True,2,2015
12986,957528123,248820,True,2,2015
12987,76561198096562087,252490,True,2,2015
12988,76561197995484188,4000,True,0,2014
12989,HeroKasperZ,23490,True,1,2015
12990,HeroKasperZ,265630,True,1,2014
12991,HeroKasperZ,219890,True,2,2013
12992,HammerTheGodOfWar,307780,False,1,2013
12993,HammerTheGodOfWar,207210,False,1,2014
12994,HammerTheGodOfWar,391540,True,2,2015
12995,HammerTheGodOfWar,312530,True,2,2015
12996,HammerTheGodOfWar,48240,True,2,2012
12997,HammerTheGodOfWar,245550,False,2,2014
12998,HammerTheGodOfWar,219640,True,1,2013
12999,HammerTheGodOfWar,225140,True,2,2013
13000,bananaman69,4000,True,1,2013
13001,76561198073894906,570,True,2,2014
13002,HerperDeDerper,730,True,2,2015
13003,HerperDeDerper,223710,True,2,2015
13004,76561198076203442,260230,True,2,2015
13005,76561198045953692,261030,True,0,2014
13006,76561198045953692,218620,True,2,2014
13007,Hexeus,328940,True,2,2014
13008,Hexeus,328500,True,1,2014
13009,Hexeus,259530,True,2,2014
13010,Hexeus,239350,True,2,2014
13011,eyrie43,252490,True,2,2014
13012,eyrie43,570,True,1,2014
13013,76561198115678004,92800,True,2,2014
13014,76561198115678004,440,True,1,2015
13015,76561198115678004,216150,True,2,2015
13016,76561198026783871,239820,True,0,2014
13017,hglo,233720,True,1,2015
13018,hglo,223470,True,2,2015
13019,hglo,213670,True,2,2015
13020,jeffycakes,730,True,1,2014
13021,Outsider,238320,True,1,2015
13022,Outsider,282140,True,1,2015
13023,Outsider,218620,False,1,2015
13024,Outsider,273300,True,0,2015
13025,Outsider,34900,True,2,2015
13026,18228272828,221100,True,2,2015
13027,18228272828,10090,True,2,2015
13028,18228272828,295110,True,2,2015
13029,18228272828,4000,True,1,2013
13030,Caeso,341800,True,1,2013
13031,Caeso,219640,False,2,2015
13032,hipachi,4000,True,1,2014
13033,hipachi,72850,True,2,2013
13034,hipachi,201790,True,0,2013
13035,hipachi,35140,True,2,2013
13036,hipachi,200260,True,0,2013
13037,hipachi,440,True,0,2013
13038,hipachi,105600,True,1,2012
13039,hipachi,620,True,1,2012
13040,76561198049268247,38740,True,2,2014
13041,76561198049268247,570,True,2,2013
13042,76561198033884763,344760,False,0,2015
13043,76561198038038186,230410,True,2,2014
13044,toshji,265930,True,1,2014
13045,toshji,236430,True,0,2014
13046,toshji,211420,True,2,2015
13047,uscarrierenterprise,4000,True,1,2015
13048,uscarrierenterprise,10180,True,1,2015
13049,uscarrierenterprise,259080,True,1,2015
13050,uscarrierenterprise,15320,True,0,2015
13051,Jenfy,570,True,2,2014
13052,mrawesome99128,22370,True,1,2015
13053,mrawesome99128,730,True,0,2015
13054,mrawesome99128,32430,False,0,2015
13055,mrawesome99128,480630,False,0,2015
13056,mrawesome99128,208650,True,2,2015
13057,mrawesome99128,275850,False,2,2015
13058,76561198053843099,8870,True,1,2014
13059,76561198053617943,72850,True,1,2015
13060,76561198053617943,203160,True,2,2014
13061,76561198053617943,242920,True,1,2014
13062,76561198053617943,252490,True,1,2014
13063,76561198005778772,33930,True,2,2014
13064,76561198085881404,287700,True,2,2015
13065,holgast,367500,True,2,2015
13066,holgast,383270,True,2,2015
13067,holgast,335670,True,0,2015
13068,holgast,391540,True,2,2015
13069,holgast,234140,True,2,2015
13070,holgast,236850,True,2,2013
13071,holgast,219640,True,1,2012
13072,holastickboy,104900,False,1,2012
13073,holastickboy,730,True,2,2014
13074,holty07,24240,True,2,2011
13075,holty07,248820,True,2,2013
13076,holty07,55230,True,2,2012
13077,holty07,55040,True,2,2011
13078,holty07,105600,True,2,2011
13079,holty07,620,True,2,2011
13080,holty07,630,True,2,2010
13081,CorraNinetySix,303210,True,2,2015
13082,76561198061557762,225080,True,2,2014
13083,76561198073499940,24200,False,1,2015
13084,76561198073499940,328700,True,1,2014
13085,76561198073499940,271590,False,1,2015
13086,76561198046997957,222750,True,2,2013
13087,jarryd187,550,True,2,2013
13088,jarryd187,28000,False,1,2015
13089,76561197999260941,212630,False,0,2015
13090,76561197999260941,234650,True,2,2013
13091,76561198079366509,420110,True,1,2013
13092,76561198079366509,238460,True,2,2014
13093,76561198079366509,459820,True,2,2014
13094,76561198079366509,334660,True,2,2014
13095,76561198079366509,113200,True,2,2013
13096,76561198048709944,304930,True,2,2014
13097,76561198048709944,312990,True,2,2014
13098,76561198048709944,48240,True,2,2014
13099,76561198048709944,208140,True,2,2014
13100,76561198048709944,4000,True,2,2014
13101,76561198048709944,8930,True,2,2014
13102,76561198048709944,304930,True,2,2014
13103,76561198048709944,312990,True,2,2014
13104,76561198048709944,48240,True,2,2014
13105,76561198048709944,208140,True,2,2014
13106,76561198048709944,4000,True,2,2014
13107,76561198048709944,8930,True,2,2014
13108,76561198044127701,373110,False,2,2014
13109,76561198044127701,295550,True,0,2015
13110,76561198044127701,317470,False,0,2014
13111,76561198044127701,105600,True,1,2014
13112,76561198044127701,24720,True,2,2015
13113,76561198044127701,17390,True,2,2014
13114,76561198044127701,72850,True,2,2014
13115,76561198044610496,730,True,2,2014
13116,Zirah,730,True,2,2015
13117,76561198075621149,730,True,1,2014
13118,76561198075621149,218620,True,1,2014
13119,76561198075621149,221100,True,2,2014
13120,hortycone,204300,True,2,2014
13121,Hosky_,379720,True,2,2014
13122,Hosky_,233450,True,2,2015
13123,Hosky_,232790,True,2,2015
13124,YouWannaFuckingGoM99,391540,True,2,2015
13125,YouWannaFuckingGoM99,107410,True,0,2015
13126,YouWannaFuckingGoM99,417860,True,2,2015
13127,YouWannaFuckingGoM99,221100,True,2,2013
13128,YouWannaFuckingGoM99,224580,True,2,2013
13129,YouWannaFuckingGoM99,33930,True,2,2013
13130,76561198108038772,231430,True,2,2014
13131,76561198052976331,238240,True,2,2014
13132,76561198052976331,219830,True,2,2013
13133,hoytie2003BATMAN,72850,True,2,2015
13134,haloslayer1,252490,True,2,2014
13135,haloslayer1,730,True,1,2014
13136,76561197986709258,342230,False,2,2015
13137,76561197986709258,3710,True,2,2015
13138,76561197986709258,242920,True,2,2015
13139,76561197986709258,278910,True,2,2014
13140,HoneyBeeGames,211820,True,2,2013
13141,kibahz,730,True,2,2014
13142,hterrormc,252770,False,2,2015
13143,hterrormc,570,False,1,2015
13144,hterrormc,17410,True,0,2015
13145,hterrormc,440,True,1,2015
13146,hterrormc,251170,True,2,2015
13147,hterrormc,252490,True,1,2015
13148,HubDubs,346110,False,2,2015
13149,HubDubs,221640,True,1,2013
13150,HubDubs,274940,True,1,2015
13151,HubDubs,232090,True,0,2015
13152,HubDubs,322170,True,1,2014
13153,HubDubs,230050,True,1,2015
13154,HubDubs,301520,True,1,2014
13155,Deepadeep,331900,True,2,2014
13156,Deepadeep,291480,False,1,2015
13157,Deepadeep,242720,False,0,2015
13158,Deepadeep,265630,True,2,2015
13159,Deepadeep,203140,True,2,2015
13160,Deepadeep,17410,True,1,2015
13161,76561198043497735,49600,True,1,2014
13162,Kamiyamawashere,250500,True,0,2013
13163,HueziiE,295110,True,1,2015
13164,HueziiE,433850,True,2,2015
13165,HueziiE,99900,True,0,2015
13166,HueziiE,570,True,2,2014
13167,HueziiE,730,True,0,2014
13168,76561198086732056,236870,True,1,2014
13169,76561198086732056,395200,True,2,2014
13170,76561198086732056,208090,True,1,2014
13171,mokomokoman,242680,True,0,2014
13172,mokomokoman,283640,False,2,2014
13173,mokomokoman,391540,True,2,2015
13174,76561198044957702,730,True,1,2015
13175,76561198044957702,391540,True,2,2015
13176,76561198044957702,333930,True,2,2015
13177,76561198067786754,200710,True,2,2014
13178,dekruz,219640,True,1,2015
13179,dekruz,49520,True,1,2014
13180,niggerfag,730,True,1,2015
13181,niggerfag,374570,True,0,2015
13182,dekruz,219640,True,1,2015
13183,dekruz,49520,True,1,2014
13184,niggerfag,730,True,1,2015
13185,niggerfag,374570,True,0,2015
13186,76561198072417026,275850,False,0,2015
13187,76561198072417026,273350,True,2,2015
13188,duckonthetruck,311210,True,2,2015
13189,greenkoala,249130,True,2,2014
13190,KassemZane,207610,True,2,2015
13191,KassemZane,304930,True,0,2014
13192,KassemZane,730,True,2,2014
13193,29017637452801,440,True,2,2014
13194,76561198125859026,298240,True,0,2014
13195,76561198125859026,391270,True,2,2014
13196,76561198125859026,1250,True,1,2014
13197,76561198125859026,317360,True,0,2014
13198,76561198125859026,333930,True,0,2014
13199,76561198125859026,620,True,1,2014
13200,76561198125859026,253710,True,1,2014
13201,76561198125859026,248570,True,1,2014
13202,76561198125859026,51100,True,2,2014
13203,76561198125859026,224260,True,2,2014
13204,omfgabrams,440,True,2,2014
13205,omfgabrams,359550,True,2,2014
13206,omfgabrams,227940,False,0,2014
13207,offlinebyourmine,379720,True,0,2014
13208,Humg12,570,True,2,2014
13209,nasal69,238960,True,1,2014
13210,bigbootybitches420699,208650,True,0,2015
13211,bigbootybitches420699,107100,True,2,2014
13212,bigbootybitches420699,55230,True,1,2014
13213,bigbootybitches420699,4000,True,0,2014
13214,bigbootybitches420699,72850,True,0,2014
13215,76561198064394417,17390,True,1,2015
13216,76561198064394417,304930,True,1,2015
13217,76561198064394417,346900,True,0,2015
13218,76561198064394417,246620,True,0,2015
13219,76561198064394417,290140,True,2,2015
13220,76561198064394417,105600,True,1,2015
13221,76561198064394417,219640,True,2,2015
13222,76561198064394417,570,False,2,2015
13223,76561198064394417,109400,True,2,2012
13224,76561198064394417,440,True,2,2012
13225,76561198075491202,4560,True,2,2013
13226,76561198075491202,4000,True,2,2013
13227,76561198075491202,231430,True,1,2013
13228,76561198075491202,51100,False,1,2015
13229,76561198075491202,252490,True,1,2015
13230,76561198075491202,221100,True,0,2014
13231,76561198075491202,550,True,2,2014
13232,HunterKiller182,730,True,2,2015
13233,HunterJager,440,True,0,2011
13234,76561197974754753,410340,True,2,2015
13235,76561198027304943,282350,False,0,2015
13236,Huntsman86,239160,True,1,2014
13237,Huntsman86,570,True,2,2014
13238,76561198060854630,221100,True,2,2014
13239,HuskyYT,202170,True,2,2013
13240,76561198065105486,357480,True,0,2015
13241,hydraxz,291550,True,2,2015
13242,hydro_2k,242760,True,0,2015
13243,hydro_2k,113400,True,2,2015
13244,hydro_2k,413150,True,1,2015
13245,hydroleks,205100,True,2,2013
13246,hydroleks,8930,True,2,2013
13247,Hykrai,113200,True,2,2014
13248,Hykrai,213670,True,2,2014
13249,76561198076480636,364360,True,2,2014
13250,76561198076480636,34330,True,1,2013
13251,hyperFlOyDuS,105600,True,2,2013
13252,hyperFlOyDuS,49520,True,1,2014
13253,76561198066969630,200710,True,2,2014
13254,76561198066969630,50300,True,2,2013
13255,76561198066969630,252490,True,2,2013
13256,76561198066969630,730,True,1,2013
13257,76561198066969630,247730,True,1,2014
13258,76561198083468865,289650,False,0,2014
13259,HyperJGaming,730,True,2,2015
13260,HyperJGaming,333930,True,2,2015
13261,JayKayGray,211420,True,2,2014
13262,JayKayGray,208750,True,0,2014
13263,JayKayGray,225540,False,0,2015
13264,JayKayGray,359550,True,1,2015
13265,JayKayGray,339800,True,2,2015
13266,JayKayGray,232430,True,2,2015
13267,hypertragic_THIS,570,True,1,2015
13268,76561198060085315,206420,True,2,2014
13269,ACE_Blitz,24780,True,2,2014
13270,Kuranszo,4000,True,1,2013
13271,Kuranszo,208200,True,2,2014
13272,Kuranszo,221640,True,1,2013
13273,Kuranszo,8850,True,2,2013
13274,Kuranszo,400,True,2,2012
13275,Kuranszo,620,True,2,2012
13276,lioncommingz,365590,True,1,2012
13277,ohsotechnicolor,204450,True,2,2015
13278,ohsotechnicolor,212800,True,0,2013
13279,ohsotechnicolor,219640,True,1,2012
13280,lnS8ne,8190,True,2,2014
13281,mist_of_pandaria,240,True,1,2014
13282,mist_of_pandaria,313740,True,2,2015
13283,76561198096049645,4920,True,1,2015
13284,76561198044322071,48700,True,2,2014
13285,getoffmeimdone,730,True,2,2013
13286,76561198047135310,224480,True,1,2013
13287,76561198047135310,220700,True,2,2013
13288,76561198075532361,222880,True,2,2015
13289,76561198075532361,208480,True,2,2013
13290,76561198075532361,440,True,1,2013
